GC-code;Cache name;Type;Size;Difficulty;Terrain;Latitude;Longitude;Elevation (m);Last publish date;Region;County;Archived;Locked;Disabled;Premium;Finds;FP;FP%;FPW;Placed by;Owner;Found
GC973FN;Backcountry Biltema -1-;Unknown Cache;Micro;3.5;2.5;N 49° 08.657;E 018° 07.406;652;2021-03-07;Trenčiansky kraj;Ilava;0;0;0;0;35;1;3.3333;0.590844;geoPetros;geoPetros;
GC973FV;Backcountry Biltema -2-;Unknown Cache;Micro;3.5;2.5;N 49° 08.792;E 018° 07.406;685;2021-03-07;Trenčiansky kraj;Púchov;0;0;0;0;30;0;0.0;0.0;geoPetros;geoPetros;
GC973G4;Backcountry Biltema -4-;Unknown Cache;Micro;3.5;2.5;N 49° 08.522;E 018° 07.817;679;2021-03-07;Trenčiansky kraj;Ilava;0;0;0;0;33;0;0.0;0.0;geoPetros;geoPetros;
GC973GF;Backcountry Biltema -3-;Unknown Cache;Micro;3.5;2.5;N 49° 08.522;E 018° 07.612;704;2021-03-07;Trenčiansky kraj;Ilava;0;0;0;0;34;0;0.0;0.0;geoPetros;geoPetros;
GC973GN;Backcountry Biltema -5-;Unknown Cache;Micro;3.5;2.5;N 49° 08.387;E 018° 07.406;712;2021-03-07;Trenčiansky kraj;Ilava;0;0;0;0;34;0;0.0;0.0;geoPetros;geoPetros;
GC973GZ;Backcountry Biltema -6-;Unknown Cache;Micro;3.5;2.5;N 49° 08.252;E 018° 07.406;657;2021-03-07;Trenčiansky kraj;Ilava;0;0;0;0;34;0;0.0;0.0;geoPetros;geoPetros;
GC973H6;Backcountry Biltema -7-;Unknown Cache;Micro;3.5;2.5;N 49° 08.522;E 018° 07.200;667;2021-03-07;Trenčiansky kraj;Ilava;0;0;0;0;33;0;0.0;0.0;geoPetros;geoPetros;
GC973HB;Backcountry Biltema -8-;Unknown Cache;Micro;3.5;2.5;N 49° 08.522;E 018° 06.995;614;2021-03-07;Trenčiansky kraj;Ilava;0;0;0;0;34;0;0.0;0.0;geoPetros;geoPetros;
GC973K3;Židovský cintorín;Traditional Cache;Micro;1.5;1.5;N 48° 24.525;E 017° 27.853;215;2021-03-22;Trnavský kraj;Trnava;0;0;0;0;95;1;2.439;0.431842;Hobit23;Hobit23;
GC973M1;Hora chlpov;Traditional Cache;Small;1.5;2.0;N 48° 24.332;E 017° 28.243;218;2021-03-19;Trnavský kraj;Trnava;0;0;0;0;97;0;0.0;0.0;miláčikovia_geo;miláčikovia_geo;
GC973MG;Žiara ;Traditional Cache;Small;1.5;2.0;N 48° 24.404;E 017° 27.829;229;2021-03-19;Trnavský kraj;Trnava;0;0;0;0;102;0;0.0;0.0;miláčikovia_geo;miláčikovia_geo;
GC973MX;Záchodík;Traditional Cache;Micro;1.5;1.5;N 48° 24.492;E 017° 27.134;238;2021-03-19;Trnavský kraj;Trnava;0;0;0;0;85;0;0.0;0.0;Hobit23;Hobit23;
GC974XZ;Na súši ;Traditional Cache;Small;2.0;2.0;N 48° 24.482;E 017° 27.448;242;2021-03-22;Trnavský kraj;Trnava;0;0;0;0;78;1;2.9412;0.521077;miláčikovia_geo;miláčikovia_geo;
GC975FR;Milujme svoju Zem 🌍;Traditional Cache;Micro;1.0;5.0;N 48° 39.634;E 018° 43.930;495;2021-03-11;Trenčiansky kraj;Prievidza;0;0;0;1;72;5;7.6923;3.330301;AndrewMilarepa;AndrewMilarepa;
GC975RW;Ján Hollý;Multi-cache;Micro;3.0;1.0;N 48° 28.701;E 017° 46.864;149;2021-03-23;Trnavský kraj;Hlohovec;0;0;0;0;50;0;0.0;0.0;ppaLupo;ppaLupo;
GC9764B;jarchiv - TOP FP challenge cache(NZ okres) 💙🏆;Unknown Cache;Small;4.0;1.5;N 48° 00.689;E 018° 11.662;115;2021-03-16;Nitriansky kraj;Nové Zámky;0;0;0;0;33;4;14.2857;5.698913;jarchiv;jarchiv;
GC978T3;Zlaté Vajce;Traditional Cache;Small;1.5;1.5;N 48° 17.067;E 018° 02.459;222;2021-03-09;Nitriansky kraj;Nitra;0;0;0;0;68;0;0.0;0.0;grujby;grujby;
GC97916;GC kódy;Unknown Cache;Small;2.0;2.0;N 48° 56.167;E 018° 08.939;241;2021-03-31;Trenčiansky kraj;Ilava;0;0;0;0;66;2;4.1667;1.150165;geoPetros;geoPetros;
GC979CX;Odbocka pri dvoch modrych srobovakoch;Traditional Cache;Small;1.5;2.0;N 48° 36.502;E 018° 17.768;182;2021-03-09;Trenčiansky kraj;Partizánske;0;0;0;0;42;1;5.8824;1.046013;mycherryfamily;mycherryfamily;
GC97CN3;Javornícka kvízovka;Unknown Cache;Micro;2.0;4.0;N 49° 12.812;E 018° 12.769;370;2021-03-12;Trenčiansky kraj;Púchov;0;0;0;0;4;0;0.0;0.0;geoPetros;geoPetros;
GC97F3B;Náučný chodník;Traditional Cache;Small;1.5;1.5;N 48° 37.024;E 017° 40.078;271;2021-03-14;Trnavský kraj;Piešťany;0;0;0;0;42;0;0.0;0.0;čočkin;čočkin;
GC97F3M;Vysoký Vrch;Traditional Cache;Small;2.0;3.5;N 49° 06.220;E 018° 34.577;763;2021-03-14;Trenčiansky kraj;Považská Bystrica;0;0;0;0;27;0;0.0;0.0;Rišulinko;Rišulinko;
GC97FGB;Mesiacik zlaty zlatisty;Traditional Cache;Micro;3.5;2.0;N 49° 03.976;E 018° 07.531;766;2021-03-14;Trenčiansky kraj;Ilava;0;0;0;0;43;0;0.0;0.0;romata980067;romata980067;
GC97FXX;Výhled na Kaňúr;Traditional Cache;Small;2.0;3.0;N 49° 05.499;E 018° 07.062;713;2021-03-14;Trenčiansky kraj;Ilava;0;0;0;0;65;2;3.7736;1.041007;Topta;Topta;
GC97G7Q;Jezisko;Traditional Cache;Small;1.5;2.0;N 48° 32.924;E 017° 33.605;282;2021-03-14;Trnavský kraj;Trnava;0;0;0;0;68;7;25.0;12.676335;tomiteko;tomiteko;
GC97H5V;Kamenec;Unknown Cache;Micro;2.0;2.0;N 48° 37.101;E 017° 40.420;326;2021-03-16;Trnavský kraj;Piešťany;0;0;0;0;20;0;0.0;0.0;čočkin;čočkin;
GC97HW3;Tam, kde začíná Slovensko;Traditional Cache;Small;2.0;2.5;N 49° 03.635;E 018° 05.832;421;2021-03-15;Trenčiansky kraj;Ilava;0;0;0;0;81;1;1.9608;0.34696;Topta;Topta;
GC97JAJ;JASKYNA POD HOLYM KAMENOM;Traditional Cache;Micro;2.0;2.5;N 48° 36.870;E 017° 58.536;539;2021-03-15;Trenčiansky kraj;Nové Mesto nad Váhom;0;0;0;0;16;0;0.0;0.0;mattkay;mattkay;
GC97K0D;Pirátsky ostrov - „Za šachtou“ 🏴‍☠️;Unknown Cache;Micro;3.5;5.0;N 48° 40.800;E 018° 44.265;592;2021-04-03;Trenčiansky kraj;Prievidza;0;0;0;0;13;6;50.0;25.377817;AndrewMilarepa;AndrewMilarepa;
GC97K4K;Relax v Púchovskej doline;Traditional Cache;Small;2.0;2.5;N 49° 12.140;E 018° 12.136;491;2021-04-19;Trenčiansky kraj;Púchov;0;0;0;1;12;0;0.0;0.0;geoPetros;geoPetros;
GC97K4N;NPR Temešská skala;Unknown Cache;Small;2.0;3.0;N 48° 52.524;E 018° 29.399;634;2021-04-25;Trenčiansky kraj;Prievidza;0;0;0;0;27;1;5.8824;1.046013;geoPetros;geoPetros;
GC97K4R;Relax pri prístrešku;Traditional Cache;Small;1.5;2.5;N 48° 57.947;E 018° 14.066;385;2021-03-23;Trenčiansky kraj;Ilava;0;0;0;0;68;2;4.0;1.103865;geoPetros;geoPetros;
GC97KV2;Obete vrboveho hajika;Traditional Cache;Micro;2.0;3.5;N 47° 49.426;E 017° 33.826;119;2021-03-16;Trnavský kraj;Dunajská Streda;0;0;0;0;20;1;6.25;1.111906;Engerau;Engerau;
GC97MBV;jarchiv - TOP FP challenge cache(KN okres) 💙🏆;Unknown Cache;Small;4.0;1.5;N 47° 46.638;E 018° 07.811;111;2021-04-24;Nitriansky kraj;Komárno;0;0;0;0;23;6;26.087;12.548446;jarchiv;jarchiv;
GC97PW9;Relax pri potoku;Traditional Cache;Small;1.5;2.5;N 48° 56.002;E 018° 11.243;400;2021-03-26;Trenčiansky kraj;Ilava;0;0;0;0;43;0;0.0;0.0;geoPetros;geoPetros;
GC97QCP;V I K I N G O V I A ;Unknown Cache;Other;4.5;2.0;N 49° 02.333;E 018° 33.888;429;2021-04-04;Trenčiansky kraj;Považská Bystrica;0;0;0;0;17;11;73.3333;48.04911;M_a_c_o;M_a_c_o;
GC97QHW;Tyyy kokos!;Unknown Cache;Small;2.5;4.0;N 48° 59.876;E 018° 12.842;233;2021-03-20;Trenčiansky kraj;Ilava;0;0;0;0;23;1;7.6923;1.371007;geoPetros;geoPetros;
GC97R58;Radvaň nad Dunajom;Traditional Cache;Other;1.5;1.5;N 47° 44.859;E 018° 22.511;114;2021-03-19;Nitriansky kraj;Komárno;0;0;0;0;121;7;10.2941;5.076513;Pavec;Pavec;
GC97RHZ;Mužla;Traditional Cache;Micro;1.5;1.5;N 47° 47.272;E 018° 36.021;107;2021-03-20;Nitriansky kraj;Nové Zámky;0;0;0;0;86;0;0.0;0.0;Pavec;Pavec;
GC97RW9;VaV - Prameň vedľa brány;Traditional Cache;Micro;1.5;2.5;N 48° 49.345;E 018° 03.488;356;2021-06-03;Trenčiansky kraj;Trenčín;0;0;0;0;39;0;0.0;0.0;witchhammer;witchhammer;
GC97T0E;Biltema na Vršatci 3;Unknown Cache;Micro;4.5;3.5;N 49° 04.138;E 018° 09.331;804;2021-03-21;Trenčiansky kraj;Ilava;0;0;0;0;30;7;24.1379;12.218268;romata980067;romata980067;
GC97TAT;Potočný meander;Traditional Cache;Small;1.5;2.0;N 48° 20.651;E 018° 30.500;210;2021-03-20;Nitriansky kraj;Zlaté Moravce;0;0;0;0;25;3;33.3333;12.05816;Tadeas1;Tadeas1;
GC97TM3;Výhľadová;Traditional Cache;Small;2.0;2.0;N 48° 43.024;E 017° 39.182;317;2021-03-23;Trenčiansky kraj;Myjava;0;0;0;0;22;2;16.6667;4.696415;nusige;nusige;
GC97WCK;Skala stratených duší;Traditional Cache;Small;3.0;4.0;N 48° 45.020;E 018° 49.416;811;2021-07-13;Trenčiansky kraj;Prievidza;0;0;0;0;7;2;50.0;15.003571;AndrewMilarepa;AndrewMilarepa;
GC97WCN;Veľkonočná breza;Unknown Cache;Micro;2.5;4.5;N 48° 43.520;E 018° 45.529;433;2023-04-10;Trenčiansky kraj;Prievidza;0;0;0;0;9;2;28.5714;8.221717;AndrewMilarepa;AndrewMilarepa;
GC97XAR;Třešňová cesta;Traditional Cache;Small;2.0;2.5;N 49° 01.349;E 017° 58.520;774;2021-04-02;Trenčiansky kraj;Trenčín;0;0;0;1;46;0;0.0;0.0;Topta;Topta;
GC97XF8;Peňažná;Traditional Cache;Small;2.0;2.5;N 49° 01.445;E 017° 57.871;688;2021-04-02;Trenčiansky kraj;Trenčín;0;0;0;1;47;2;4.3478;1.200519;Topta;Topta;
GC97YVZ;Hexakosioihexekontahexafóbia;Unknown Cache;Small;2.0;2.0;N 48° 59.638;E 018° 13.895;258;2021-03-24;Trenčiansky kraj;Ilava;0;0;0;0;24;1;5.5556;0.987494;geoPetros;geoPetros;
GC980KT;Maximálna drzosť! #13 - ZŠ S.Chalupku 🏣;Traditional Cache;Other;3.5;1.5;N 48° 46.334;E 018° 36.017;264;2021-03-24;Trenčiansky kraj;Prievidza;0;0;0;1;63;15;28.3019;17.966135;Turrican_;Turrican_;
GC980RG;Kןoqnšıɔǝ ɥoɹǝ uoɥɐɯı;Unknown Cache;Small;2.0;2.5;N 48° 59.200;E 018° 13.185;249;2021-04-04;Trenčiansky kraj;Ilava;0;0;0;0;31;2;8.0;2.221993;geoPetros;geoPetros;
GC98292;Pod mostom / Under the Bridge;Traditional Cache;Small;1.5;2.0;N 48° 24.405;E 017° 44.867;140;2021-03-31;Trnavský kraj;Hlohovec;0;0;0;0;65;1;2.6316;0.466047;ppaLupo;ppaLupo;
GC9829A;Trakovice;Traditional Cache;Other;2.5;2.0;N 48° 26.307;E 017° 42.169;164;2021-03-26;Trnavský kraj;Hlohovec;0;0;0;0;174;23;19.0083;13.013336;ppaLupo;ppaLupo;
GC983DB;Hadanky #10 – Kombinovana (Nezbedne slovicka+HNCM);Unknown Cache;Small;3.0;2.0;N 48° 48.158;E 018° 36.259;316;2021-05-07;Trenčiansky kraj;Prievidza;0;0;0;0;24;0;0.0;0.0;CR(G)EO;CR(G)EO;
GC983FQ;Maximálna drzosť! #14 - Železničný most 🌉;Traditional Cache;Micro;3.5;1.5;N 48° 46.230;E 018° 36.786;265;2021-04-02;Trenčiansky kraj;Prievidza;0;0;0;0;51;3;8.5714;2.958183;Turrican_;Turrican_;
GC985H2;Z vtáčej perspektívy;Traditional Cache;Small;3.5;3.0;N 48° 36.517;E 018° 22.611;416;2021-03-29;Trenčiansky kraj;Partizánske;0;0;0;0;21;9;75.0;46.768966;MartinkoKlingáčik, admq2;MartinkoKlingáčik;
GC9866T;Challenge Cache --All Negative--;Unknown Cache;Small;4.0;1.5;N 48° 47.300;E 018° 37.544;271;2021-03-31;Trenčiansky kraj;Prievidza;0;0;0;1;109;22;22.449;15.318132;Turrican_;Turrican_;
GC986W4;Poslovia jari;Multi-cache;Small;2.0;2.5;N 49° 02.006;E 018° 23.858;449;2021-03-28;Trenčiansky kraj;Považská Bystrica;0;0;0;0;15;0;0.0;0.0;Galky;Galky;
GC989PM;POD HRADOM;Traditional Cache;Small;2.0;2.5;N 49° 08.548;E 018° 27.442;378;2021-03-30;Trenčiansky kraj;Považská Bystrica;0;0;0;0;43;0;0.0;0.0;jadrovy_chemik;jadrovy_chemik;
GC989XG;Bobrí ostrov - Hódsziget;Traditional Cache;Small;3.0;4.5;N 47° 49.552;E 017° 33.581;111;2021-03-29;Trnavský kraj;Dunajská Streda;0;0;0;0;16;4;28.5714;11.721188;SzMiki;SzMiki;
GC98B1F;Koloman Dubnický;Unknown Cache;Small;1.5;3.5;N 48° 57.082;E 018° 10.155;246;2021-03-30;Trenčiansky kraj;Ilava;0;0;0;0;17;0;0.0;0.0;geoPetros;geoPetros;
GC98B8N;Milosove skalne okno;Traditional Cache;Small;2.5;3.0;N 48° 32.866;E 017° 27.048;274;2021-04-06;Trnavský kraj;Trnava;0;0;0;0;42;10;38.4615;22.42836;TTturista;TTturista;
GC98BDN;Cesta/The Way;Letterbox Hybrid;Small;2.5;2.0;N 49° 02.999;E 018° 33.333;368;2021-04-03;Trenčiansky kraj;Považská Bystrica;0;0;0;0;18;1;6.6667;1.186659;Galky;Galky;
GC98BJ4;Kaplnka Panny Márie - Opatovce nad Nitrou ;Traditional Cache;Micro;1.5;1.5;N 48° 45.814;E 018° 34.293;257;2021-03-30;Trenčiansky kraj;Prievidza;0;0;0;0;151;5;6.4935;2.805267;Duda27;Duda27;
GC98BN6;Power Cyklotrail - BABY level #1;Traditional Cache;Micro;1.5;2.0;N 48° 45.556;E 018° 36.921;277;2021-04-09;Trenčiansky kraj;Prievidza;0;0;0;0;144;1;1.3514;0.23894;Turrican_;Turrican_;
GC98BYF;Kríž v lese;Traditional Cache;Small;2.0;1.5;N 48° 14.826;E 018° 05.247;213;2021-03-31;Nitriansky kraj;Nitra;0;0;0;0;32;2;14.2857;4.009307;Jay_sk;Jay_sk;
GC98D49;Veselé kamene 2 -Mystery-;Unknown Cache;Small;2.0;2.0;N 49° 00.476;E 018° 13.715;232;2021-12-03;Trenčiansky kraj;Ilava;0;0;0;0;70;1;1.8519;0.32764;geoPetros;geoPetros;
GC98EFP;Krabička čo nezostala v batohu;Traditional Cache;Small;1.5;2.5;N 49° 01.201;E 018° 03.598;425;2021-05-05;Trenčiansky kraj;Trenčín;0;0;0;0;102;0;0.0;0.0;geoPetros;geoPetros;
GC98ETJ;Posol jari;Traditional Cache;Small;1.5;1.5;N 48° 05.494;E 018° 42.031;149;2021-04-01;Nitriansky kraj;Levice;0;0;0;0;35;1;5.5556;0.987494;KlaMa;KlaMa;
GC98GYT;22# Lesná železnička TN-Selec - Násypy Selec;Traditional Cache;Micro;1.5;2.5;N 48° 48.374;E 017° 59.923;316;2021-04-22;Trenčiansky kraj;Trenčín;0;0;0;0;25;0;0.0;0.0;witchhammer;witchhammer;
GC98H2C;20# Lesná železnička TN-Selec - Prachár;Traditional Cache;Micro;1.5;2.5;N 48° 48.825;E 018° 00.169;298;2021-04-22;Trenčiansky kraj;Trenčín;0;0;0;0;28;0;0.0;0.0;witchhammer;witchhammer;
GC98J70;Obec Risnovce II.;Traditional Cache;Micro;1.5;1.5;N 48° 21.617;E 017° 53.479;199;2021-04-03;Nitriansky kraj;Nitra;0;0;0;0;106;0;0.0;0.0;mmdanis;mmdanis;
GC98J8C;BST 01;Traditional Cache;Micro;5.0;1.5;N 48° 21.642;E 017° 53.223;191;2021-04-03;Nitriansky kraj;Nitra;0;0;0;0;41;7;20.0;10.042319;mmdanis;mmdanis;
GC98J8K;BST 02;Traditional Cache;Micro;4.0;1.5;N 48° 21.748;E 017° 53.286;197;2021-04-03;Nitriansky kraj;Nitra;0;0;0;0;48;0;0.0;0.0;mmdanis;mmdanis;
GC98J8Y;BST 03;Traditional Cache;Micro;4.5;2.0;N 48° 21.858;E 017° 53.367;194;2021-04-03;Nitriansky kraj;Nitra;0;0;0;0;48;2;5.0;1.382038;mmdanis;mmdanis;
GC98JBF;Michalský Mlyn;Multi-cache;Micro;2.5;1.5;N 48° 25.449;E 017° 48.637;158;2021-04-12;Trnavský kraj;Hlohovec;0;0;0;0;75;2;3.7736;1.041007;ppaLupo;ppaLupo;
GC98JBM;Lipa Slobody;Multi-cache;Micro;2.0;1.5;N 48° 25.508;E 017° 48.442;162;2021-04-11;Trnavský kraj;Hlohovec;0;0;0;0;110;2;2.5974;0.715201;ppaLupo;ppaLupo;
GC98JDD;Obec Risnovce IV.;Unknown Cache;Micro;2.0;1.5;N 48° 22.000;E 017° 53.820;168;2021-04-03;Nitriansky kraj;Nitra;0;0;0;0;54;8;16.3265;8.512597;mmdanis;mmdanis;
GC98KK6;Rišňovský revír;Traditional Cache;Other;2.0;2.0;N 48° 21.673;E 017° 54.145;184;2021-04-03;Nitriansky kraj;Nitra;0;0;0;0;59;0;0.0;0.0;Tttteeeooo;Tttteeeooo;
GC98N7X;Dovolenková challenge;Unknown Cache;Micro;4.0;1.5;N 48° 46.273;E 018° 44.855;345;2021-04-10;Trenčiansky kraj;Prievidza;0;0;0;0;13;4;30.7692;12.680497;AndrewMilarepa;AndrewMilarepa;
GC98NT3;Gustáv Karol Reim;Multi-cache;Small;2.0;2.0;N 48° 57.396;E 018° 10.247;253;2021-04-05;Trenčiansky kraj;Ilava;0;0;0;0;72;1;2.0833;0.368702;geoPetros;geoPetros;
GC98P1C;Qvázi celá história umývačiek riadu 🍽🍴🥄🔪;Traditional Cache;Regular;2.0;2.0;N 49° 01.897;E 018° 25.808;392;2021-04-05;Trenčiansky kraj;Považská Bystrica;0;0;0;0;15;5;45.4545;21.270958;Galky;Galky;
GC98PKN;Okres Ilava;Unknown Cache;Small;1.5;3.0;N 48° 58.061;E 018° 17.944;431;2021-04-17;Trenčiansky kraj;Ilava;0;0;0;0;17;0;0.0;0.0;geoPetros;geoPetros;
GC98PQJ;Vodná nádrž Haláčovce;Unknown Cache;Small;1.5;1.5;N 48° 42.162;E 018° 11.738;220;2021-04-05;Trenčiansky kraj;Bánovce nad Bebravou;0;0;0;0;31;0;0.0;0.0;p123456;p123456;
GC98QFA;Kríže nad Štitármi;Traditional Cache;Small;2.0;2.0;N 48° 21.175;E 018° 09.025;339;2021-04-05;Nitriansky kraj;Nitra;0;0;0;0;64;4;15.3846;6.149934;aishakeilly;aishakeilly;
GC98RYW;Veselý Kameň;Traditional Cache;Small;1.0;1.5;N 48° 47.128;E 018° 39.395;383;2021-04-05;Trenčiansky kraj;Prievidza;0;0;0;0;102;3;5.2632;1.805997;joedenico;joedenico;
GC98VWW;Rudno z Boške lazu;Traditional Cache;Small;1.5;3.0;N 48° 49.809;E 018° 32.339;920;2021-06-06;Trenčiansky kraj;Prievidza;0;0;0;0;18;0;0.0;0.0;geoPetros;geoPetros;
GC98W6R;Klondike;Traditional Cache;Small;2.0;3.0;N 49° 08.939;E 018° 29.814;452;2021-04-07;Trenčiansky kraj;Považská Bystrica;0;0;0;0;28;3;17.6471;6.191014;Murko195;Murkys428;
GC98WFG;Lesopark - hojdačka;Traditional Cache;Small;2.0;3.5;N 48° 46.886;E 018° 39.286;342;2021-04-08;Trenčiansky kraj;Prievidza;0;0;0;0;72;3;7.1429;2.458996;Duda27;Duda27;
GC98WTC;IpN_01;Traditional Cache;Micro;2.0;1.5;N 48° 15.633;E 018° 07.276;162;2021-04-07;Nitriansky kraj;Nitra;0;0;0;0;40;0;0.0;0.0;Julko_2021;Julko_2021;
GC98X5J;Rybárska keška;Traditional Cache;Micro;3.5;2.5;N 48° 04.072;E 018° 13.965;120;2021-04-07;Nitriansky kraj;Nové Zámky;0;0;0;0;23;0;0.0;0.0;Blesk135 s Betyx;Blesk135;
GC98X5K;Power Cyklotrail - BABY level #2;Traditional Cache;Micro;1.5;1.5;N 48° 45.517;E 018° 36.692;273;2021-04-09;Trenčiansky kraj;Prievidza;0;0;0;0;140;0;0.0;0.0;Turrican_;Turrican_;
GC98X5R;Power Cyklotrail - BABY level #3;Traditional Cache;Micro;1.5;1.5;N 48° 45.420;E 018° 36.474;271;2021-04-10;Trenčiansky kraj;Prievidza;0;0;0;0;140;0;0.0;0.0;Turrican_;Turrican_;
GC98X5W;Power Cyklotrail - BABY level #4;Traditional Cache;Micro;1.5;1.5;N 48° 45.263;E 018° 36.240;272;2021-04-10;Trenčiansky kraj;Prievidza;0;0;0;0;139;0;0.0;0.0;Turrican_;Turrican_;
GC98X63;Power Cyklotrail - BABY level #5;Traditional Cache;Micro;1.5;1.5;N 48° 45.202;E 018° 35.998;273;2021-04-11;Trenčiansky kraj;Prievidza;0;0;0;0;125;0;0.0;0.0;Turrican_;Turrican_;
GC98X64;Power Cyklotrail - BABY level #6;Traditional Cache;Micro;1.5;1.5;N 48° 45.069;E 018° 35.701;267;2021-04-11;Trenčiansky kraj;Prievidza;0;0;0;0;137;0;0.0;0.0;Turrican_;Turrican_;
GC98X6N;Power Cyklotrail - BABY level #7;Traditional Cache;Micro;1.5;1.5;N 48° 44.977;E 018° 35.432;262;2021-04-16;Trenčiansky kraj;Prievidza;0;0;0;0;132;0;0.0;0.0;Turrican_;Turrican_;
GC98X71;Opevnenie/Fortification;Traditional Cache;Small;3.0;2.5;N 48° 22.785;E 017° 35.545;153;2021-04-10;Trnavský kraj;Trnava;0;0;0;0;408;3;1.1858;0.404066;Cerbiattini;Cerbiattini;
GC98X72;Power Cyklotrail - BABY level #8;Traditional Cache;Micro;1.5;1.5;N 48° 44.917;E 018° 35.258;259;2021-04-16;Trenčiansky kraj;Prievidza;0;0;0;0;135;0;0.0;0.0;Turrican_;Turrican_;
GC98X7M;Power Cyklotrail - BABY level #10 BONUS;Unknown Cache;Small;4.0;1.5;N 48° 44.868;E 018° 35.178;256;2021-04-17;Trenčiansky kraj;Prievidza;0;0;0;0;53;8;23.5294;12.436838;Turrican_;Turrican_;
GC98XQ3;Veselé kamene 1 -Tradi-;Traditional Cache;Small;1.5;2.0;N 49° 00.223;E 018° 13.301;235;2021-04-10;Trenčiansky kraj;Ilava;0;0;0;0;145;5;4.717;2.031377;geoPetros;geoPetros;
GC98XYJ;Správa vo Fľaši;Unknown Cache;Small;1.5;1.5;N 48° 47.200;E 018° 39.315;384;2021-04-08;Trenčiansky kraj;Prievidza;0;0;0;0;58;2;5.0;1.382038;joedenico;joedenico;
GC98Y4H;Cukríky;Unknown Cache;Regular;1.5;2.0;N 48° 47.400;E 018° 39.140;366;2021-04-11;Trenčiansky kraj;Prievidza;0;0;1;0;46;1;3.3333;0.590844;joedenico;joedenico;
GC98YWR;Výhľad na Rokoš;Traditional Cache;Micro;1.5;3.5;N 48° 46.766;E 018° 27.344;795;2021-04-10;Trenčiansky kraj;Prievidza;0;0;0;0;21;2;16.6667;4.696415;Turrican_ & PauliRa;Turrican_;
GC992CV;Hajóroncsok / Lodné vraky;Traditional Cache;Small;4.0;4.5;N 47° 46.240;E 017° 42.749;114;2021-04-11;Trnavský kraj;Dunajská Streda;0;0;0;1;26;13;65.0;43.285051;SzMiki;SzMiki;
GC9931X;Modrá studnička;Traditional Cache;Small;1.5;2.5;N 49° 05.607;E 018° 11.381;517;2021-04-11;Trenčiansky kraj;Ilava;0;0;0;0;51;1;2.7027;0.478685;geoPetros;geoPetros;
GC993D2;Skaly;Traditional Cache;Regular;1.5;2.0;N 48° 37.134;E 018° 21.752;200;2021-04-11;Trenčiansky kraj;Partizánske;0;0;0;0;63;2;9.5238;2.651821;NatyReggae;NatyReggae;
GC994QY;Dolný Chotár - Alsóhatár;Traditional Cache;Small;2.0;1.5;N 48° 00.109;E 017° 51.675;111;2021-04-11;Trnavský kraj;Galanta;0;0;0;0;16;0;0.0;0.0;csuklin;csuklin;
GC994RQ;Paľovce;Traditional Cache;Micro;2.0;2.5;N 48° 09.623;E 017° 48.579;118;2021-04-12;Trnavský kraj;Galanta;0;0;0;0;28;0;0.0;0.0;csuklin;csuklin;
GC995KQ;Words Play;Unknown Cache;Small;5.0;2.5;N 48° 59.665;E 018° 13.352;249;2021-04-14;Trenčiansky kraj;Ilava;0;0;0;0;29;4;15.3846;6.149934;geoPetros;geoPetros;
GC995KT;Veselé kamene 3 -Letter-;Letterbox Hybrid;Small;2.0;2.0;N 49° 00.497;E 018° 15.371;256;2022-01-18;Trenčiansky kraj;Ilava;0;0;0;0;51;4;10.5263;4.17019;geoPetros;geoPetros;
GC995KV;Kassa -Reverse-;Wherigo Cache;Micro;2.5;2.5;N 49° 00.437;E 018° 15.472;256;2022-04-21;Trenčiansky kraj;Ilava;0;0;0;0;90;1;1.2987;0.229616;geoPetros;geoPetros;
GC995MG;Teplý potok – Opatovce nad Nitrou;Traditional Cache;Small;2.0;2.0;N 48° 46.003;E 018° 34.690;262;2021-04-11;Trenčiansky kraj;Prievidza;0;0;0;0;51;5;17.8571;7.878386;Duda27;Duda27;
GC996VR;"Fabergeho zlaté vajce ""KONVALINKA""";Unknown Cache;Micro;2.5;3.0;N 48° 17.261;E 018° 02.767;218;2021-04-12;Nitriansky kraj;Nitra;0;0;0;0;21;1;7.6923;1.371007;grujby@team;grujby;
GC997PV;NA SKOK OD KRIZA;Traditional Cache;Micro;1.0;2.0;N 49° 12.398;E 018° 11.572;480;2021-04-12;Trenčiansky kraj;Púchov;0;0;0;0;20;0;0.0;0.0;Zajacice;Zajacice;
GC998PA;Banskou krajinou 23 - vetracie šachty a jamy;Multi-cache;Regular;2.0;3.0;N 48° 42.253;E 018° 43.855;603;2021-06-17;Trenčiansky kraj;Prievidza;0;0;0;0;14;5;55.5556;26.664735;AndrewMilarepa;AndrewMilarepa;
GC99ADR;Protitanková zátarasa a cyklotrail;Traditional Cache;Small;2.0;2.0;N 48° 32.989;E 017° 26.525;319;2021-06-16;Trnavský kraj;Trnava;0;0;0;0;23;0;0.0;0.0;TTturista;TTturista;
GC99AV9;Pod Posvätnou;Traditional Cache;Micro;1.0;1.5;N 48° 35.131;E 017° 01.949;176;2021-04-14;Trnavský kraj;Senica;0;0;0;0;41;0;0.0;0.0;rotten840;rotten840;
GC99AW4;Čierny Brod - Vízkelet;Traditional Cache;Small;1.5;1.5;N 48° 08.879;E 017° 39.381;117;2021-04-14;Trnavský kraj;Galanta;0;0;0;0;59;0;0.0;0.0;csuklin;csuklin;
